0 	 0.0000000000 
3 	 0.0000000000 
11 	 0.0000000000 
21 	 0.0000000000 
23 	 0.0000000000 
32 	 0.0000000000 
35 	 0.0000000000 
42 	 0.0075423994 
45 	 0.0034098941 
46 	 0.0088083055 
48 	 0.0131558207 
51 	 0.0000000000 
52 	 0.0177093250 
54 	 0.0000000000 
55 	 0.0000000000 
61 	 0.0000000000 
64 	 0.0000000000 
73 	 0.0171330592 
74 	 0.0000000000 
75 	 0.0000000000 
77 	 0.0000000000 
78 	 0.0000000000 
80 	 0.0000000000 
81 	 0.0215541015 
82 	 0.0088583479 
83 	 0.0000000000 
85 	 0.0126553828 
94 	 0.0000000000 
95 	 0.0000000000 
97 	 0.0000000000 
101 	 0.0248935249 
102 	 0.0000000000 
115 	 0.0000000000 
117 	 0.0054270581 
118 	 0.0000000000 
119 	 0.0000000000 
125 	 0.0000000000 
136 	 0.0140950858 
138 	 0.0000000000 
139 	 0.0000000000 
140 	 0.0000000000 
141 	 0.0071445817 
142 	 0.0000000000 
143 	 0.0111698454 
144 	 0.0000000000 
146 	 0.0000000000 
147 	 0.0175157644 
155 	 0.0000000000 
168 	 0.0000000000 
173 	 0.0000000000 
189 	 0.0000000000 
205 	 0.0000000000 
208 	 0.0181588787 
213 	 0.0000000000 
220 	 0.0012373386 
222 	 0.0115313866 
227 	 0.0000715459 
232 	 0.0098343839 
233 	 0.0106785196 
235 	 0.0000000000 
240 	 0.0000000000 
253 	 0.0178014099 
263 	 0.0188056165 
268 	 0.0000000000 
270 	 0.0070099682 
272 	 0.0000000000 
281 	 0.0000000000 
285 	 0.0175881728 
290 	 0.0000000000 
292 	 0.0045594053 
293 	 0.0000000000 
295 	 0.0000000000 
296 	 0.0000000000 
299 	 0.0000000000 
301 	 0.0084588358 
307 	 0.0137590841 
317 	 0.0221167002 
322 	 0.0086724042 
323 	 0.0000000000 
325 	 0.0052677192 
326 	 0.0045093114 
330 	 0.0062322143 
341 	 0.0055486349 
345 	 0.0080923447 
346 	 0.0071042065 
349 	 0.0111457260 
359 	 0.0099596013 
361 	 0.0075319283 
363 	 0.0000000000 
368 	 0.0115156797 
370 	 0.0000000000 
373 	 0.0000000000 
375 	 0.0000000000 
377 	 0.0008364032 
394 	 0.0098296361 
399 	 0.0000000000 
400 	 0.0088143803 
402 	 0.0023577505 
403 	 0.0035941198 
409 	 0.0045228637 
412 	 0.0099695800 
421 	 0.0034302135 
1 	 0.0035580955 
2 	 0.0073337853 
396 	 0.0045905742 
15 	 0.0126216873 
148 	 0.0241213820 
279 	 0.0331161583 
407 	 0.0065293488 
24 	 0.0145379440 
153 	 0.0285089383 
154 	 0.0034157809 
27 	 0.0057318655 
28 	 0.0140113585 
158 	 0.0098123414 
29 	 0.0016209388 
30 	 0.0059789413 
33 	 0.0220242885 
34 	 0.0011809863 
283 	 0.0372248382 
164 	 0.0177006537 
37 	 0.0071709625 
38 	 0.0070334357 
419 	 0.0029124793 
40 	 0.0121756925 
297 	 0.0186728000 
308 	 0.0492997353 
60 	 0.0098292988 
188 	 0.0350707308 
65 	 0.0054248919 
68 	 0.0169094673 
328 	 0.0076221529 
79 	 0.0045895326 
90 	 0.0044187654 
91 	 0.0122103551 
351 	 0.0009790722 
107 	 0.0029558008 
238 	 0.0135179483 
111 	 0.0199483633 
110 	 0.0090378223 
242 	 0.0249823260 
